Table;C;R;U;D;Program
LPRCO;;x;;;ILCTMMM
LPRCO;;x;;;ILCTMFX
LPRCO;;x;;;CGUA2
LPRCO;;x;;;GUCREBATCH
LPRCO;x;x;x;;LPRCM
LPRCO;;x;;;LPRC5
LPRCO;;x;;;LPRC4
LPRCO;;x;;x;LUCLNPSNAD
LPRCO;;x;;;CSE1M
LPRCO;;x;;;AMDCG
LPRCO;;x;;;AMDCH
LPRCO;;x;;;AMDCF
LPRCO;;x;;;AMDCC
LPRCO;;x;;;LRCE4
LPRCO;;x;;;ANOSC
LPRCO;x;x;;;GUCRESUB
LPRDL;x;;;;LSUTC
LPRDL;x;;;;LRESS
LPRDL;;;x;x;LLPRDDIC02
LPRDL;x;;;;AASPS
LPRDL;x;;;;DUPDCONDS
LPRDL;x;;;;LPRDS
LPRDS;;x;;;IRCV1
LPRDS;;x;;;BUMLYTRD
LPRDS;;x;;;ALDLLCBRAT
LPRDS;;x;;;ILCONSELSC
LPRDS;;x;;;IUCRECNF
LPRDS;;x;;;CI-003-FILL-RCPV6
LPRDS;;x;;;ILEXPCLI50
LPRDS;;x;;;IMLD5
LPRDS;;x;;;ILOUTINVMA
LPRDS;;x;x;;ILDOCTMAT
LPRDS;;x;;;ATXCM
LPRDS;;x;;;ILDEALNUM
LPRDS;;x;;;ISIF5
LPRDS;;x;;;ABA1S
LPRDS;;x;;;LLDLLRDS
LPRDS;;x;;;GP-069-RESERVE2
LPRDS;;x;;;ILDLYMVCUS
LPRDS;;x;;;DPMT5
LPRDS;;x;;;IIPI2
LPRDS;;x;;;IIPI1
LPRDS;;x;;;CPTIC
LPRDS;;x;;;DCLH5
LPRDS;;x;;;IBVD1
LPRDS;;x;;;MLPTACC
LPRDS;;x;;;DUPMTVAL
LPRDS;;x;;;CLDLLORM
LPRDS;;x;x;;RCRY5
LPRDS;;x;;;ALDLLWBF
LPRDS;;x;;;CPTDC
LPRDS;;x;;;IULDRDSFR
LPRDS;;x;;;CLPRIBASSM
LPRDS;;x;;;IULOADLDTR
LPRDS;;x;;;IULDRDSFF
LPRDS;;x;;;ILPRINTCNF
LPRDS;;x;;;ILIRSDEATK
LPRDS;;x;;;CPTD1
LPRDS;;x;;;CLWARROLL2
LPRDS;;x;;;IUEXPSSI
LPRDS;;x;;;ILDLYACCIR
LPRDS;;x;;;CUCONFIFS
LPRDS;;x;;;ILLSTPAYDL
LPRDS;;x;;;CUDLYSHROP
LPRDS;;x;;;CRMO1
LPRDS;;x;;;ILDLYACCL3
LPRDS;;x;;;AUCHACAL
LPRDS;;x;;;CRMOC
LPRDS;;x;;;CRMOA
LPRDS;;x;;;IPTIC
LPRDS;;x;;;IPTI5
LPRDS;;x;;;IPTI2
LPRDS;;x;;;IPTI1
LPRDS;;x;;;CLCUSTLOA2
LPRDS;;x;;;DCTRM
LPRDS;;x;;;CLCUSTLOA1
LPRDS;;x;;;GI-060-RTR-CSHOO
LPRDS;;x;;;AUBKELIS
LPRDS;;x;;;CFA1M
LPRDS;;x;;;ILDLYACCLD
LPRDS;;x;;;CUCONFIF2
LPRDS;;x;;;ALDLLATLAS
LPRDS;;x;;;BLGFIDL
LPRDS;;x;;;CUATCRLOVR
LPRDS;;x;;;IPTDC
LPRDS;;x;;;IULDIRSTR
LPRDS;;x;x;;CLCRYOUTR
LPRDS;;x;;;ILEXPBNK50
LPRDS;;x;;;IUMLYACCFF
LPRDS;;x;x;;CLCRYOUT2
LPRDS;;x;;;IUMLYACCFR
LPRDS;;x;;;IUMLYACCF3
LPRDS;;x;x;;CLCRYOUTD
LPRDS;;x;;;ALHKM001
LPRDS;;x;;;CUCONFIRM
LPRDS;;x;;;IOFF5
LPRDS;;x;;;CLCPBND
LPRDS;;x;;;ACHIC
LPRDS;;x;;;ILPOSIRS
LPRDS;;x;;;ZBKT5
LPRDS;;x;;;ISIMS
LPRDS;;x;;;ILNOSDTFUT
LPRDS;;x;;;ISIM6
LPRDS;;x;;;ISIMC
LPRDS;;x;;;MIDDC
LPRDS;;x;;;ILDLYACCFR
LPRDS;;x;;;ILDLYACCF3
LPRDS;;x;;;IUINVLD
LPRDS;;x;;;IUSWFACK
LPRDS;;x;;;GP-172-CHKPSD
LPRDS;;x;;;BSWC5
LPRDS;;x;;;DULDSWIFT
LPRDS;;x;;;DPTH5
LPRDS;;x;;;IUDLYABFRA
LPRDS;;x;;;CUCRSWCM2
LPRDS;;x;;;ALDLLMVT
LPRDS;;x;;;HGLOADMDC
LPRDS;;x;;;CUMAKRISSE
LPRDS;;x;;;IUMLYACCL3
LPRDS;;x;;;CRCIA
LPRDS;;x;;;GP-111MBS-CPN
LPRDS;;x;;;BDLGA
LPRDS;;x;;;DPTL5
LPRDS;;x;;;BDLG5
LPRDS;;x;;;CSHDS
LPRDS;;x;;;ASPAM
LPRDS;;x;;;CLSHRPORTF
LPRDS;;x;;;IUMLYACCIR
LPRDS;;x;;;ACHAC
LPRDS;;x;;;ILDEALTICK
LPRDS;;x;;;CFACS
LPRDS;;x;;;IUDELCON
LPRDS;;x;;;IMCO5
LPRDS;;x;;;CSHOA
LPRDS;;x;;;CFACC
LPRDS;;x;x;;ILSIMPMEM
LPRDS;;x;;;CUMAKRISCL
LPRDS;;x;;;AUBKEFOLRT
LPRDS;;x;;;ILLSTCOMP
LPRDS;;x;;;CLEXSSPOT2
LPRDS;;x;;;AKHDCNDO
LPRDS;;x;;;CFXRM
LPRDS;;x;x;;LCTIF
LPRDS;;x;;;CUBANKEXC1
LPRDS;;x;;;BSWCM
LPRDS;;x;;;ILPRCNFNP
LPRDS;;x;;;CLCMLOALST
LPRDS;;x;;;IUFUTIRS
LPRDS;;x;;;BLBNDDL
LPRDS;;x;x;;ILAFFLOADN
LPRDS;;x;;;CFAIA
LPRDS;;x;;;DCDIC
LPRDS;;x;;;IBTI5
LPRDS;;x;;;IBTI1
LPRDS;;x;;;IIRE5
LPRDS;;x;;;GP-057CHK-CHDGTRD
LPRDS;;x;;;ILSUMMVTFX
LPRDS;;x;;;ILSUMMVTFR
LPRDS;;x;;;BSWS5
LPRDS;;x;;;GP-099BDL-INVMO
LPRDS;;x;;;MIO3C
LPRDS;;x;;;IBTF5
LPRDS;;x;;;ACH2C
LPRDS;;x;;;MIO1C
LPRDS;;x;;;CRCYM
LPRDS;;x;;;GP-CHECK-CFACS-2
LPRDS;;x;;;LCT3C
LPRDS;;x;x;;CUFLOATRTE
LPRDS;;x;;;ILAUDITFFT
LPRDS;;x;;;IUDLYABIRF
LPRDS;;x;;;IULDWSIRS
LPRDS;;x;;;ILLDOUTCU
LPRDS;;x;;;CLCPIRS
LPRDS;;x;;;DUINVXBRR2
LPRDS;;x;;;CLRCPV6
LPRDS;;x;;;ILSUMMVTLD
LPRDS;;x;;;IUDLYABIRS
LPRDS;;x;;;IUCHGPFTL3
LPRDS;;x;;;ILSUMMVTIR
LPRDS;;x;;;IUFILIBTI5
LPRDS;;x;;;DUINVXBRRU
LPRDS;;x;;;DUINVXBRRT
LPRDS;;x;;;RCPV6
LPRDS;;x;;;CFNIA
LPRDS;;x;;;DLNAMCHECK
LPRDS;;x;;;CFNIC
LPRDS;;x;;;BUMLYACRBO
LPRDS;;x;;;IBATA
LPRDS;;x;;;IFXE5
LPRDS;;x;;;CLBANKLND1
LPRDS;;x;;;CFNI1
LPRDS;;x;;;CPBO2
LPRDS;;x;;;CITIC
LPRDS;;x;;;CITIA
LPRDS;;x;;;AUBKEGEN
LPRDS;;x;;;LBRCS
LPRDS;;x;;;CLPRIBNK
LPRDS;;x;;;CLLOAOUT
LPRDS;;x;;;ILSIMPREP
LPRDS;;x;;;ILISPIO
LPRDS;;x;;;CLWARROLL
LPRDS;x;;;;GUCRESUB2
LPRDS;;x;;;RCYV6
LPRDS;;x;;;AP-009CHECK-INVEN
LPRDS;;x;;;ILLDCONAL
LPRDS;;x;;;TOADETFAC
LPRDS;;x;;;DULDDTAZV2
LPRDS;;x;;;CFNOA
LPRDS;;x;;;CFNOC
LPRDS;;x;;;CFNO1
LPRDS;;x;;;CRTR3
LPRDS;;x;;;CEXPS
LPRDS;;x;;;CLYRLYTAX
LPRDS;;x;;;IMIR5
LPRDS;;x;;;CUGUACOMA2
LPRDS;;x;;;ILAUTDCSTA
LPRDS;;x;;;CCRE1
LPRDS;;x;;;BUMKSWBAT
LPRDS;;x;;;GP-162-LDTAX
LPRDS;;x;;;BLUSADL
LPRDS;;x;;;ILDLYVLM2
LPRDS;;x;;;ASPIM
LPRDS;;x;;;LCBNM
LPRDS;;x;;;ALCBI001
LPRDS;;x;;;ALDLCBITMV
LPRDS;;x;;;IP-008LDMMNVM
LPRDS;x;x;x;;LSUTC
LPRDS;;x;x;;CUIFLTRTE
LPRDS;;x;;;BREPM
LPRDS;;x;;;ALBDP001
LPRDS;;x;;;LSUT1
LPRDS;;x;;;BREP1
LPRDS;;x;;;CUTRFWAREP
LPRDS;;x;;;BUDLYABS
LPRDS;;x;;;CLPRIBNK2
LPRDS;;x;;;CLPRIBNK3
LPRDS;;x;;;CLFACUNU
LPRDS;;x;;;LULDCUSDUB
LPRDS;;x;;;ALBOE052
LPRDS;;x;;;ILPRPMTSTA
LPRDS;;x;;;CLLDCMDEAL
LPRDS;;x;;;CMHI5
LPRDS;;x;;;CMHIA
LPRDS;;x;;;CMHIC
LPRDS;;x;;;CMHIF
LPRDS;;x;;;DLCUSMVTPT
LPRDS;;x;;;CLCPSEC
LPRDS;;x;;;AUCOVCAL
LPRDS;;x;;;GI-IXIRC3
LPRDS;;x;;;GI-IXIRC1
LPRDS;;x;;;DREP2
LPRDS;;x;;;GP-156-EUPLU
LPRDS;;x;;;IUINVIRS
LPRDS;;x;;;GP-096-PMTEVT
LPRDS;;x;;;CI-012-FILL-RCON6
LPRDS;;x;;;CLCMOUTIN2
LPRDS;;x;;;CI-014-CFACS-CHK
LPRDS;;x;;;CLCOMOUT
LPRDS;;x;;;CLCMOUTINT
LPRDS;;x;;;IIOP5
LPRDS;;x;;;ALDLCBITAC
LPRDS;;x;;;CURTRFAC
LPRDS;;x;;;CRECA
LPRDS;;x;;;CLBANKLOA1
LPRDS;;x;;;IMSPM
LPRDS;;x;;;CUDLYSECTR
LPRDS;;x;;;CLPBAUM
LPRDS;;x;;;IUNOSVALMT
LPRDS;;x;;;CRMI1
LPRDS;;x;;;CRMIA
LPRDS;;x;;;CRMIC
LPRDS;;x;;;LUARPPM
LPRDS;;x;;;CLWHTSDT
LPRDS;;x;x;;ILDOCTINV
LPRDS;;x;;;FFTDCNDO
LPRDS;;x;;;BASW5
LPRDS;;x;;;CPAYA
LPRDS;;x;;;CREXM
LPRDS;;x;;;IUBOEB7SEL
LPRDS;;x;;;IUSELDAYCN
LPRDS;;x;;;ALAUBKETRC
LPRDS;;x;;;ALAUBKETRT
LPRDS;;x;;;IP-008IRCSNVM
LPRDS;;x;;;CLCUSTLND1
LPRDS;;x;;;CLEXSSPOT
LPRDS;;x;;;ILNOSDTRPO
LPRDS;;x;;;DLDRFCHG
LPRDS;;x;;;ATEC1
LPRDS;;x;;;ATECC
LPRDS;;x;;;CUCOMCRINT
LPRDS;;x;;;BLACJUSPOR
LPRDS;;x;;;GI-132-LOCCCY
LPRDS;;x;;;CREPM
LPRDS;;x;;;CLCPSIM
LPRDS;;x;;;IUPAYLOAD
LPRDS;;x;;;CLGUATRANS
LPRDS;;x;;;GI-060-RTR-BDLGO
LPRDS;;x;;;CLFACCRCS
LPRDS;;x;;;IUFILIIPH5
LPRDS;;x;;x;WPLOGDEL
LPRDS;;x;;;AULOADMDC
LPRDS;;x;;;CLCPLD
LPRDS;;x;;;ILBGEFOREX
LPRDS;;x;;;IAUTM
LPRDS;;x;;;CINI1
LPRDS;;x;;;CLCCRYOUT
LPRDS;;x;;;CINIA
LPRDS;;x;;;CINIC
LPRDS;;x;;;CLSHRSECVL
LPRDS;;x;;;CSEI5
LPRDS;;x;;;GI-IXLDC1
LPRDS;;x;x;;GI-IXLDC3
LPRDS;;x;;;ILPRCNFSTA
LPRDS;;x;;;IIFXS
LPRDS;;x;;;ALAUBKEBKT
LPRDS;;x;;;CUUPDFAC
LPRDS;;x;;;DUPMT202
LPRDS;;x;;;IILDD
LPRDS;;x;x;;IILDA
LPRDS;;x;;;ILNOSDTBND
LPRDS;;x;;;IILDM
LPRDS;;x;;;ALDLLGRP2
LPRDS;;x;;;CLOUTBLEBD
LPRDS;;x;;;ALDLLGRP1
LPRDS;;x;;;CSECS
LPRDS;;x;;;ILCTMMM
LPRDS;;x;;;DRDI5
LPRDS;;x;;;ILCTMFX
LPRDS;;x;;;DRDIM
LPRDS;;x;;;CUGUACONTR
LPRDS;;x;;;LLBRCS
LPRDS;;x;;;INETM
LPRDS;;x;;;ALUIC001
LPRDS;;x;;;LRESS
LPRDS;;x;;;ALDLLBOS
LPRDS;;x;;;DUINVXBR
LPRDS;;x;;;DULDDIPTO
LPRDS;;x;;;CCOMS
LPRDS;;x;;;ILLDDEALIN
LPRDS;;x;;;ILHISFX
LPRDS;;x;;;ICOE5
LPRDS;;x;;;CUDLYABN
LPRDS;;x;;;CUDLYABS
LPRDS;;x;;;DIPT5
LPRDS;;x;;;ALDLCUSBAL
LPRDS;;x;;;CGUAS
LPRDS;;x;;;IUSELPM
LPRDS;;x;;;CHFCM
LPRDS;;x;;;GP-022-WGH-AMO-1
LPRDS;;x;;;GP-022-WGH-AMO-3
LPRDS;;x;;;GP-022-WGH-AMO-2
LPRDS;;x;;;GP-022-WGH-AMO-4
LPRDS;;x;;;DRTPM
LPRDS;;x;;;CGUA5
LPRDS;;x;;;DULDCBIIT
LPRDS;;x;;;DLSMCTAM2
LPRDS;;x;;;ABKTA
LPRDS;;x;;;DUCALCOSTS
LPRDS;;x;;;ABKT5
LPRDS;;x;;;IUIRSFIX
LPRDS;;x;;;CLCPCO
LPRDS;;x;;;CLRTROUT
LPRDS;;x;;;CLCPFX
LPRDS;;x;;;RLFACDRAW
LPRDS;;x;;;GP-099LIQ-INVMO
LPRDS;;x;;;CLFACLNREP
LPRDS;;x;;;II-009-FILL-IIPH5
LPRDS;;x;;;CUPBPORTF
LPRDS;;x;;;DCPIC
LPRDS;;x;;;BUINTACC2
LPRDS;;x;;;BUINTACCR
LPRDS;;x;;;AUMDCFUP
LPRDS;;x;;;BUUPDBDLTO
LPRDS;;x;;;CUSHRPRCLD
LPRDS;;x;;;MUPMNTSIN
LPRDS;;x;;;LLPRDDIC01
LPRDS;;x;;;AUBKEAIS
LPRDS;;x;;;ILPAYINADV
LPRDS;;x;;;CUCONFMIL
LPRDS;;x;;;IMIF5
LPRDS;;x;;;ALDLLAWV
LPRDS;;x;;;ILLDOUTTER
LPRDS;;x;;;CLBNKEXP
LPRDS;;x;;;BUDELCON
LPRDS;;x;;;ILCNFDCSTB
LPRDS;;x;;;ILDLYVLMRP
LPRDS;;x;;;ILBGELOADE
LPRDS;;x;x;;AASPS
LPRDS;;x;;;CLCPPRD
LPRDS;x;x;;x;LSLUTIL
LPRDS;;x;;;RCON6
LPRDS;;x;;;IGLDC
LPRDS;;x;;;IRS1A
LPRDS;;x;;;GP-147ADJ-AMUNT
LPRDS;;x;;;CI-011-FILL-RCON6
LPRDS;;x;;;CUREUTIMP
LPRDS;;x;x;;DUPDCONDS
LPRDS;;x;;;ALDLREPSUB
LPRDS;;x;;;ILPMTCHG
LPRDS;;x;;;ALINTINT
LPRDS;;x;;;ILNOSDTPOS
LPRDS;;x;;;CLDLLAGZ
LPRDS;;x;;;ILDE5
LPRDS;;x;;;IULOADFXTR
LPRDS;;x;;;TLDLDWH
LPRDS;;x;;;ILNOSDTPO2
LPRDS;;x;;;LPRD4
LPRDS;;x;;;LPRD1
LPRDS;;x;;;GP-060-RTR-LPRDS
LPRDS;;x;;;ALDLLINT2
LPRDS;;x;;;IUCRSWPM2
LPRDS;;x;;;COTIA
LPRDS;;x;;;COTIC
LPRDS;;x;;;ALDLLINT
LPRDS;;x;;;CUMLYACCCL
LPRDS;;x;;;IUNETCOPM
LPRDS;;x;;;IULDRDSFFM
LPRDS;;x;x;;LPRDS
LPRDS;;x;;;ICPIC
LPRDS;;x;;;IFIRC
LPRDS;;x;;;IIFFS
LPRDS;;x;;;CUDLYCSLFO
LPRDS;;x;;;IUFILLSAV1
LPRDS;;x;;;BPOR5
LPRDS;;x;;;LCP1C
LPRDS;;x;;;ICPDC
LPRDS;;x;;;IUFILLSAVO
LPRDS;;x;;;AUINTCFD
LPRDS;;x;;;ILACDLYPL
LPRDS;;x;;;ILNCUDTRPO
LPRDS;;x;;;ILBOEDEP52
LPRDS;;x;;;IP-008BONDNVM
LPRDS;;x;;;IGTEC
LPRDS;;x;;;CUEXSOUTO1
LPRDS;;x;;;AUINTCAL
LPRDS;;x;;;IUNOSCHG2
LPRDS;;x;;;ALDLLKPMG
LPRDS;;x;;;CSE1M
LPRDS;;x;;;CSE2C
LPRDS;;x;;;CURTRFACCH
LPRDS;;x;;;AMDCG
LPRDS;;x;;;AMDCH
LPRDS;;x;;;AMDCC
LPRDS;;x;;;CINOA
LPRDS;;x;;;CINOC
LPRDS;;x;;;IIFR5
LPRDS;;x;;;CINO1
LPRDS;;x;;;WPIRCE2
LPRDS;;x;;;IUCPRDBKG
LPRDS;;x;;;AAISC
LPRDS;;x;;;RRSC5
LPRDS;;x;;;RRSC6
LPRDS;;x;;;AAIS5
LPRDS;;x;;;ILOUTRR
LPRDS;;x;;;TLDLLRIS2
LPRDS;;x;;;BUMKSWIFT
LPRDS;;x;;;APPNM
LPRDS;;x;;;ALDLREPRSK
LPRDS;;x;;;CLDLRAVA
LPRDS;;x;;;BUDLYMBSYD
LPRDS;;x;;;ILDLLMIS1
LPRDS;;x;;;ILEURREP01
LPRDS;;x;;;CUDLYFACTR
LPRDS;;x;;;GP-166-TARGET2
LPRDS;;x;;;AULOADFOL
LPRDS;;x;;;BLBDLINV
LPRDS;;x;;;CCMHA
LPRDS;;x;;;CCMHC
LPRDS;;x;;;DSTI5
LPRDS;;x;;;ILOUTMATLD
LPRDS;;x;;;IOPE5
LPRDS;;x;;;CCMH5
LPRDS;;x;;;CCMH4
LPRDS;;x;;;ILFXDEALIN
LPRDS;;x;;;IUSELCONPM
LPRDS;;x;;;IP-031CALAMTBGE
LPRDS;;x;;;ILAUDITLO3
LPRDS;x;;;;AEVTO
LPRDS;;x;;;RCUV6
LPRDS;;x;;;BUMLYMBS
LPRDS;;x;;;CFINA
LPRDS;;x;;;CLCMCONAL
LPRDS;;x;;;II-009-FILL-IBTI5
LPRDS;;x;;;ALDLLGFRS
LPRDS;;x;;;ILCONSLLD2
LPRDS;;x;x;;CLDLL
LPRDS;;x;;;CLSYNSUB
LPRDS;;x;;;AP-001ROOT-CHECK
LPRDS;;x;;;ISTPM
LPRDS;;x;x;;ILCNFLDFX
LPRDS;;x;;;GP-154-GETOTHPRTY
LPRDS;;x;;;AUSTMPR2
LPRDS;;x;;;ALDLLDIBA
LPRDS;;x;;;DCNPC
LPRDS;;x;;;DCNIC
LPRDS;;x;;;ALLZB001
LPRDS;;x;;;INOSM
LPRDS;;x;;;CURTRRISCH
LPRDS;;x;;;GP-147GET-FACILTY
LPRDS;;x;;;MUPMNTACC
LPRDS;;x;;;IOPTS
LPRDS;;x;;;CLEXSOUTO
LPRDS;;x;;;CMTI5
LPRDS;;x;;;CMTI4
LPRDS;;x;;;DLDLLPBOS
LPRDS;;x;;;MLPTGUA
LPRDS;;x;;;CUFEECAL
LPRDS;;x;;;AUDLLTAT
LPRDS;;x;;;IUMAKERIS
LPRDS;;x;;;ILLSTWARLD
LPRDS;;x;;;CLGUAISSRE
LPRDS;;x;;;DCNI5
LPRDS;;x;;;IIIR5
LPRDS;;x;;;IIIR1
LPRDS;;x;;;ILDLYMRGLD
LPRDS;;x;;;ATRCA
LPRDS;;x;;;CSCOM
LPRDS;;x;;;CLCUSTLIM1
LPRDS;;x;;;GP-060-GET-CFACS
LPRDS;;x;;;GP-067-CALCLEF
LPRDS;;x;;;BLDLYFWD
LPRDS;;x;;;IURECCON
LPRDS;;x;;;ILPRPMTNOS
LPRDS;;x;;;DCNDA
LPRDS;;x;;;ILMLYMRGLD
LPRDS;;x;;;DCNDT
LPRDS;;x;;;DCNDS
LPRDS;;x;;;ALDLCBRPT
LPRDS;;x;;;TLDLVORTE2
LPRDS;;x;;;TLDLVORTE3
LPRDS;;x;;;ICNPC
LPRDS;;x;;;TLDLVORTEX
LPRDS;;x;;;AUBKEGENRT
LPRDS;;x;;;AUBKEGENRV
LPRDS;;x;;;ILDAYMVTOP
LPRDS;;x;;;GP-096BDL-PMTEVT
LPRDS;;x;x;;ILINVFLAT
LPRDS;;x;;;IITEC
LPRDS;;x;;;IUDLYABOPT
LPRDS;;x;;;ISLD1
LPRDS;;x;;;CLLDMMDEAL
LPRDS;;x;;;BUCHGISIN
LPRDS;;x;;;ILFXMTMVAL
LPRDS;;x;;;ICNSC
LPRDS;;x;;;CUFACOUTS
LPRDS;;x;;;AC2IC
LPRDS;;x;;;CMTL5
LPRDS;;x;;;ALMVTREP1
LPRDS;;x;;;BUDLYMBS
LPRDS;;x;;;ILDAYMVTIR
LPRDS;;x;;;CUSELPAYM
LPRDS;;x;;;IULDRDSOP
LPRDS;;x;;;CLCPGUA
LPRDS;;x;;;LPTIF
LPRDS;;x;;;ILDAYMVTFX
LPRDS;;x;;;IPASC
LPRDS;;x;;;CULOADCBFM
LPRDS;;x;;;CUCUSTEXC1
LPRDS;;x;;;CMTVM
LPRDS;;x;;;IPAPC
LPRDS;;x;;;IULDRDSIR
LPRDS;;x;;;ILDAYMVTLD
LPRDS;;x;;;ATRTS
LPRDS;;x;;;ATRT5
LPRDS;;x;;;CUDLYRTR
LPRDS;;x;;;IEXC5
LPRDS;;x;;;CSC1M
LPRDS;;x;;;IMFX5
LPRDS;;x;;;CURTRFILL
LPRDS;;x;;;IUDLYACCAB
LPRDS;;x;;;ALDLREPLOA
LPRDS;;x;;;DULDCUSPBO
LPRDS;;x;;;ICNDM
LPRDS;;x;;;CUDLYSHRTR
LPRDS;;x;;;CLCHECKFAC
LPRDS;;x;;;ILNCUDTPOS
LPRDS;;x;;;AUTKACGTAB
LPRDS;;x;;;IMFR5
LPRDS;;x;;;IMOP5
LPRDS;;x;;;ILBOEAGIN2
LPRDS;;x;;;DURECINV
LPRDS;;x;;;GP-025-AMODEPOSIT
LPRDS;;x;;;ARPPM
LPRDS;;x;;;CUIPRDCHG
LPRDS;;x;;;IRSTM
LPRDS;;x;;;UPDDCNDO
LPRFS;;x;;;IULDRDSFR
LPRFS;;x;;;IULOADLDTR
LPRFS;;x;;;IULDRDSFF
LPRFS;;x;;;IULDIRSTR
LPRFS;;x;;;IGFFC
LPRFS;;x;;;BDLGA
LPRFS;;x;;;BDLG5
LPRFS;;x;;;IUFUTIRS
LPRFS;;x;;;CLCPPFTC
LPRFS;;x;;;BDL2C
LPRFS;;x;;;IULDWSIRS
LPRFS;;x;;;GI-IXFRC3
LPRFS;;x;;;GI-IXFRC1
LPRFS;;x;;;BBOKS
LPRFS;;x;;;IULDIRF
LPRFS;;x;;;ILSIMPREP
LPRFS;;x;;;IMIR5
LPRFS;;x;;;BREPM
LPRFS;;x;;;CSHAA
LPRFS;;x;;;CMHIA
LPRFS;;x;;;CMHIC
LPRFS;;x;;;GI-IXIRC3
LPRFS;;x;;;GI-IXIRC1
LPRFS;;x;;;IULOADFRTR
LPRFS;;x;;;BASWA
LPRFS;;x;;;BASW5
LPRFS;;x;;;GI-IXFFC1
LPRFS;;x;;;GI-IXFFC3
LPRFS;;x;;;IIFXS
LPRFS;;x;;;IILDA
LPRFS;;x;;;GI-IXOPC3
LPRFS;;x;;;GI-IXOPC1
LPRFS;;x;;;CGUA2
LPRFS;;x;;;IRS1A
LPRFS;;x;x;;LPRFS
LPRFS;;x;;;IULOADFXTR
LPRFS;;x;;;LPRF5
LPRFS;;x;;;IULDRDSFFM
LPRFS;;x;;;IIFFS
LPRFS;;x;;;BLDLYPOS
LPRFS;;x;;;IIFRA
LPRFS;;x;;;CCMHA
LPRFS;;x;;;CCMHC
LPRFS;;x;;;CFINA
LPRFS;;x;;;IOPTS
LPRFS;;x;;;IULDRDSOP
LPRFS;;x;;;IGIRC
LPRFS;;x;;;IULDRDSIR
LPSIO;;x;;;LPHIF
LPSIO;;x;;;LPHIC
LPSIO;;x;;;LCBIM
LPSIO;;x;;;ADEIC
LPSIO;;x;;;LCI1C
LPSIO;;x;;;ALACPINT
LPSIO;;x;;;LELIF
LPSIO;;x;;;LPT3I
LPSIO;;x;x;;LPSIF
LPSIO;x;x;x;;LPSIC
LPSIO;;x;;;LPSI5
LPSIO;;x;;;LPIFM
LPSIO;;x;;;LPIIM
LPSIO;;x;x;;LPTIF
LPSIO;x;x;x;;LPILM
LPSIO;x;x;x;;LPI3M
LPSIO;;x;;;LPI2M
LPSIO;x;x;;;LPI1M
LPSIO;;x;;x;AUPURACPI
LPSNL;;x;;x;LLPERSAUT
LPSNL;x;;;;LULDCUSDUB
LPSNL;x;;;;AUCTPSHN2
LPSNL;;x;;;DLDLLNMUT
LPSNL;;x;;;AULOCDET
LPSNL;x;;;;LPSNS
LPSNL;x;;;;LPSIF
LPSNL;x;;;;LPTIF
LPSNL;x;;;;DULDCUSPBO
LPSNS;;x;;;IUCRECNF
LPSNS;;x;;;IMLD5
LPSNS;;x;;;ILDOCTMAT
LPSNS;;x;;;DULDCLEAGE
LPSNS;;x;;;LPHIF
LPSNS;;x;;;ISIF5
LPSNS;;x;;;LPHIC
LPSNS;;x;;;ILINVSEL
LPSNS;;x;;;LLDLLRDS
LPSNS;;x;;;ILOUTOPTTY
LPSNS;;x;;;ALDLLCBRGE
LPSNS;;x;;;LLCTPCLI
LPSNS;;x;;;DPMT5
LPSNS;;x;;;IMLN1
LPSNS;;x;;;CPTIC
LPSNS;;x;;;DUACCBLK
LPSNS;;x;;;DSV1M
LPSNS;;x;;;ALDLLWBF
LPSNS;;x;;;CPTDC
LPSNS;;x;;;IULDRDSFR
LPSNS;;x;;;IULOADLDTR
LPSNS;;x;;;ILPRINTCNF
LPSNS;;x;;;IUINVFX
LPSNS;;x;;;ILSHNABSNT
LPSNS;;x;;;IPTIC
LPSNS;;x;;;BLGFIDL
LPSNS;;x;;;IPTDC
LPSNS;;x;;;IULDIRSTR
LPSNS;;x;;;DULDCLEARG
LPSNS;;x;x;;DUMCHANNEL
LPSNS;;x;;;II-003FINDCTPNUM
LPSNS;;x;;;IRCL5
LPSNS;;x;;;CUCONFIRM
LPSNS;;x;;;ILOPTEXPDT
LPSNS;;x;;;IUIPUBART
LPSNS;;x;;;DLDLLCLENL
LPSNS;;x;;;DRPTM
LPSNS;;x;;;DULDSWIFT
LPSNS;;x;;;DRPTC
LPSNS;;x;;;DPTH5
LPSNS;;x;;;IUDLYABFRA
LPSNS;;x;;;CUCRSWCM2
LPSNS;;x;;;II-011FINDCTPNUMS
LPSNS;;x;;;CLCPBROK
LPSNS;;x;;;DLDLLCLEIT
LPSNS;;x;;;BDLGA
LPSNS;;x;;;BDLG5
LPSNS;;x;;;CLSHRPORTF
LPSNS;;x;;;CSHO5
LPSNS;;x;;;IMCO5
LPSNS;;x;;;CFAC6
LPSNS;;x;;;CSHOA
LPSNS;;x;;;ILSIMPMEM
LPSNS;;x;;;CCRE5
LPSNS;;x;;;ILLSTCOMP
LPSNS;;x;;;DUAUTHBAT
LPSNS;;x;;;LCTIF
LPSNS;;x;;;ILPRCNFNP
LPSNS;;x;;;MIEXC
LPSNS;;x;;;IUFUTIRS
LPSNS;;x;;;ILOPMTHTOD
LPSNS;;x;;;DFSCM
LPSNS;;x;x;;DUFLBAT
